0,20.0447926,-0.5099458,11.375714,130.9526300558,-3.3314759114,74.317539562
0,0.5099458,-0.588399,9.2574776,3.3314759114,-3.844010667,60.4791011608
0,-7.060788,-2.0790098,15.886773,-46.128128004,-13.5821710234,103.788288009
0,-3.4127142,-14.7884282,6.0016698,-22.2952618686,-96.6128014306,39.2089088034
0,0.0784532,-0.1176798,9.1397978,0.5125347556,-0.7688021334,59.7102990274
0,-1.2160246,-0.4707192,9.8851032,-7.9442887118,-3.0752085336,64.5793792056
0,-1.4121576,-0.196133,9.5320638,-9.2256256008,-1.281336889,62.2729728054
0,-1.2160246,-0.5099458,9.414384,-7.9442887118,-3.3314759114,61.504170672
0,-1.2552512,0.392266,9.1397978,-8.2005560896,2.562673778,59.7102990274
0,0.588399,-0.0392266,7.7276402,3.844010667,-0.2562673778,50.4846734266
0,0.0392266,-0.1569064,9.2574776,0.2562673778,-1.0250695112,60.4791011608
0,-0.588399,-0.4314926,9.2574776,-3.844010667,-2.8189411558,60.4791011608
0,-1.4121576,0.0784532,9.6497436,-9.2256256008,0.5125347556,63.0417749388
0,-0.1569064,-0.3530394,8.9436648,-1.0250695112,-2.3064064002,58.4289621384
0,-0.6276256,-0.5491724,9.6497436,-4.1002780448,-3.5877432892,63.0417749388
0,-1.4121576,-0.3530394,9.610517,-9.2256256008,-2.3064064002,62.785507561
0,0.1176798,-0.1569064,8.2768126,0.7688021334,-1.0250695112,54.0724167158
0,0.0392266,-1.765197,10.787315,0.2562673778,-11.532032001,70.473528895
0,-1.0591182,-0.0784532,9.218251,-6.9192192006,-0.5125347556,60.222833783
0,-1.0591182,1.1375714,-5.4132708,-6.9192192006,7.4317539562,-35.3648981364
0,-4.0011132,2.4320492,15.9259996,-26.1392725356,15.8885774236,104.0445553868
0,-0.392266,-0.3138128,9.218251,-2.562673778,-2.0501390224,60.222833783
0,0.5099458,2.8243152,4.6679654,3.3314759114,18.4512512016,30.4958179582
0,0.196133,-0.1569064,9.1790244,1.281336889,-1.0250695112,59.9665664052
0,-1.9221034,-0.5099458,9.7281968,-12.5571015122,-3.3314759114,63.5543096944
0,0.0392266,-0.1176798,8.825985,0.2562673778,-0.7688021334,57.660160005
0,-9.7281968,-0.8629852,17.455837,-63.5543096944,-5.6378823116,114.038983121
0,-6.276256,0.8237586,12.6701918,-41.002780448,5.3816149338,82.7743630294
0,-1.4906108,-0.3138128,9.3751574,-9.7381603564,-2.0501390224,61.2479032942
0,-0.4314926,-0.196133,9.1397978,-2.8189411558,-1.281336889,59.7102990274
0,-2.941995,-0.2353596,9.218251,-19.220053335,-1.5376042668,60.222833783
0,-1.6475172,-0.6668522,3.6088472,-10.7632298676,-4.3565454226,23.5765987576
0,-0.7060788,-0.392266,7.9629998,-4.6128128004,-2.562673778,52.0222776934
0,-1.7259704,-0.7060788,9.8458766,-11.2757646232,-4.6128128004,64.3231118278
0,0.6668522,-0.784532,8.9828914,4.3565454226,-5.125347556,58.6852295162
0,4.0403398,4.3541526,20.0447926,26.3955399134,28.4456789358,130.9526300558
0,-0.980665,-0.0784532,8.9436648,-6.406684445,-0.5125347556,58.4289621384
0,20.0447926,-13.9646696,20.0447926,130.9526300558,-91.2311864968,130.9526300558
0,-0.4314926,-0.196133,9.1397978,-2.8189411558,-1.281336889,59.7102990274
0,-1.569064,-0.2745862,9.9635564,-10.250695112,-1.7938716446,65.0919139612
0,-3.530394,-11.4933938,-11.179581,-23.064064002,-75.0863416954,-73.036202673
0,-0.6668522,-0.3530394,9.414384,-4.3565454226,-2.3064064002,61.504170672
0,-0.5491724,-0.2353596,9.2967042,-3.5877432892,-1.5376042668,60.7353685386
0,0.0392266,-0.3138128,8.7867584,0.2562673778,-2.0501390224,57.4038926272
0,-5.4132708,-0.9022118,12.0817928,-35.3648981364,-5.8941496894,78.9303523624
0,0.6276256,-0.1569064,9.7281968,4.1002780448,-1.0250695112,63.5543096944
0,2.745862,-12.3956056,-12.1994726,17.938716446,-80.9804913848,-79.6991544958
1,-3.6480738,4.1580196,-3.9618866,-23.8328661354,27.1643420468,-25.8830051578
1,0.588399,-0.3530394,7.9237732,3.844010667,-2.3064064002,51.7660103156
1,-0.784532,-0.0784532,8.9828914,-5.125347556,-0.5125347556,58.6852295162
1,0.9414384,-0.4314926,9.1005712,6.1504170672,-2.8189411558,59.4540316496
1,5.0210048,-4.2364728,17.3773838,32.8022243584,-27.6768768024,113.5264483654
1,1.0983448,-0.1569064,8.5121722,7.1754865784,-1.0250695112,55.6100209826
1,0.4314926,-0.4707192,8.9828914,2.8189411558,-3.0752085336,58.6852295162
